step,a_km,e,i_deg,Omega_deg,omega_deg,nu_deg,period_s,r_apogee_km,r_perigee_km
0,66571.0,0.8982890447792582,45,0,0,0,170938.08816716395,126371.0,6771.000000000003
1,66571.0,0.8982890447792582,30.0,0,0,0,170938.08816716395,126371.0,6771.000000000003
2,66571.0,0.8982890447792582,15.0,0,0,0,170938.08816716395,126371.0,6771.000000000003
3,66571.0,0.8982890447792582,0.0,0,0,0,170938.08816716395,126371.0,6771.000000000003
4,69672.77729612048,0.8137787081876038,0.0,0,0,0,183023.09924753782,126371.0,12974.554592240946
5,74165.50232837687,0.7039054011995616,0.0,0,0,0,201008.36685310473,126371.0,21960.004656753732
6,80559.37232490136,0.568669123815132,0.0,0,0,0,227554.4494489948,126371.0,34747.744649802706
7,84263.99999999999,0.49970331339599383,0.0,0,0,0,243430.12827791405,126371.0,42156.99999999997
8,64325.39910343408,0.34462901765736,0.0,0,0,0,162362.21046496838,86493.79820686819,42156.99999999997
9,52565.86926241395,0.19801573546614226,0.0,0,0,0,119940.81541171948,62974.73852482793,42156.99999999997
10,44841.35921993095,0.05986346682234023,0.0,0,0,0,94499.4702000581,47525.71843986193,42156.99999999997
11,42156.99999999998,2.220446049250313e-16,0.0,0,0,0,86142.16207248696,42156.999999999985,42156.99999999997
