step,a_km,e,i_deg,Omega_deg,omega_deg,nu_deg,period_s,r_apogee_km,r_perigee_km
0,76571.0,0.9115722662626843,45,0,0,0,210866.55338783946,146371.0,6771.000000000002
1,76571.0,0.9115722662626843,22.5,0,0,0,210866.55338783946,146371.0,6771.000000000002
2,76571.0,0.9115722662626843,0.0,0,0,0,210866.55338783946,146371.0,6771.000000000002
3,80211.90075679032,0.8248040330550201,0.0,0,0,0,226083.7941318863,146371.0,14052.801513580642
4,85664.26584956369,0.708658780278866,0.0,0,0,0,249523.1056247178,146371.0,24957.531699127372
5,93639.29462145182,0.5631365079342223,0.0,0,0,0,285166.44493048725,146371.0,40907.58924290363
6,94263.99999999999,0.5527773062887213,0.0,0,0,0,288024.88917158445,146371.0,42156.99999999996
7,69670.471720672,0.3949086469656913,0.0,0,0,0,183014.01456433255,97183.94344134403,42156.999999999956
8,55874.16294321732,0.24550100119007712,0.0,0,0,0,131440.06528629552,69591.32588643469,42156.99999999996
9,47079.35193242933,0.10455436896187897,0.0,0,0,0,101661.59872636847,52001.703864858704,42156.99999999996
10,42156.99999999998,3.3306690738754696e-16,0.0,0,0,0,86142.16207248696,42157.0,42156.99999999996
