step,a_km,e,i_deg,Omega_deg,omega_deg,nu_deg,period_s,r_apogee_km,r_perigee_km
0,91571.0,0.9260573762435705,45,0,0,0,275770.7222569769,176371.0,6771.000000000002
1,91571.0,0.9260573762435705,22.5,0,0,0,275770.7222569769,176371.0,6771.000000000002
2,91571.0,0.9260573762435705,0.0,0,0,0,275770.7222569769,176371.0,6771.000000000002
3,96062.32086150227,0.8360060262783227,0.0,0,0,0,296306.2646388044,176371.0,15753.64172300454
4,103107.37554911914,0.7105565829864318,0.0,0,0,0,329492.7174721249,176371.0,29843.75109823828
5,109264.0,0.614173012154049,0.0,0,0,0,359440.379599822,176371.0,42156.99999999999
6,77087.89994929063,0.45313077632506027,0.0,0,0,0,213005.36546156544,112018.79989858127,42156.99999999999
7,60271.60357636122,0.3005495540434875,0.0,0,0,0,147258.48928298906,78386.20715272246,42156.99999999999
8,49974.47429635709,0.1564293453093304,0.0,0,0,0,111181.76716373031,57791.94859271419,42156.99999999999
9,43051.17946034591,0.020770150122589315,0.0,0,0,0,88897.34743489258,43945.358920691826,42156.99999999999
10,42156.99999999998,4.440892098500626e-16,0.0,0,0,0,86142.16207248696,42157.0,42156.999999999956
