step,a_km,e,i_deg,Omega_deg,omega_deg,nu_deg,period_s,r_apogee_km,r_perigee_km
0,3006571.0,0.9977479327779054,45,0,0,0,51882204.04620133,6006371.0,6771.000000000151
1,3006571.0,0.9977479327779054,40.5,0,0,0,51882204.04620133,6006371.0,6771.000000000151
2,3006571.0,0.9977479327779054,36.0,0,0,0,51882204.04620133,6006371.0,6771.000000000151
3,3006571.0,0.9977479327779054,31.5,0,0,0,51882204.04620133,6006371.0,6771.000000000151
4,3006571.0,0.9977479327779054,27.0,0,0,0,51882204.04620133,6006371.0,6771.000000000151
5,3006571.0,0.9977479327779054,22.5,0,0,0,51882204.04620133,6006371.0,6771.000000000151
6,3006571.0,0.9977479327779054,18.0,0,0,0,51882204.04620133,6006371.0,6771.000000000151
7,3006571.0,0.9977479327779054,13.5,0,0,0,51882204.04620133,6006371.0,6771.000000000151
8,3006571.0,0.9977479327779054,9.0,0,0,0,51882204.04620133,6006371.0,6771.000000000151
9,3006571.0,0.9977479327779054,4.5,0,0,0,51882204.04620133,6006371.0,6771.000000000151
10,3006571.0,0.9977479327779054,0.0,0,0,0,51882204.04620133,6006371.0,6771.000000000151
11,3007148.272679119,0.9973644314680976,0.0,0,0,0,51897147.12413885,6006371.0,7925.545358237708
12,3007771.1587025234,0.9969507928226151,0.0,0,0,0,51913272.54192935,6006371.0,9171.31740504698
13,3008439.714628344,0.9965070168414574,0.0,0,0,0,51930582.130681954,6006371.0,10508.429256687597
14,3009154.0012006117,0.996033103524625,0.0,0,0,0,51949077.85737843,6006371.0,11937.002401223162
15,3009914.083363092,0.9955290528721179,0.0,0,0,0,51968761.82539604,6006371.0,13457.16672618409
16,3010720.030274081,0.994994864883936,0.0,0,0,0,51989636.27506698,6006371.0,15069.060548162197
17,3011571.9153221822,0.9944305395600788,0.0,0,0,0,52011703.58427509,6006371.0,16772.830644364723
18,3012469.8161430643,0.9938360769005472,0.0,0,0,0,52034966.269089825,6006371.0,18568.632286128548
19,3013413.814637216,0.9932114769053402,0.0,0,0,0,52059426.98443807,6006371.0,20456.629274431703
20,3014403.99698869,0.9925567395744586,0.0,0,0,0,52085088.52481385,6006371.0,22436.99397737986
21,3015440.453684863,0.9918718649079026,0.0,0,0,0,52111953.82502655,6006371.0,24509.907369726105
22,3016523.279537207,0.9911568529056713,0.0,0,0,0,52140025.96098772,6006371.0,26675.55907441419
23,3017652.573703081,0.9904117035677651,0.0,0,0,0,52169308.150537096,6006371.0,28934.147406161745
24,3018828.4397085602,0.989636416894184,0.0,0,0,0,52199803.754308075,6006371.0,31285.87941712044
25,3020050.98547231,0.9888309928849282,0.0,0,0,0,52231516.276633166,6006371.0,33730.97094461998
26,3021320.323330509,0.9879954315399975,0.0,0,0,0,52264449.36648981,6006371.0,36269.64666101807
27,3022636.57006284,0.987129732859392,0.0,0,0,0,52298606.818487026,6006371.0,38902.140125679885
28,3023999.8469195548,0.9862338968431115,0.0,0,0,0,52333992.57389338,6006371.0,41628.69383910972
29,3024264.0,0.9860604100700203,0.0,0,0,0,52340849.95878382,6006371.0,42157.000000000065
30,2837687.524629936,0.9851438892992639,0.0,0,0,0,47572730.33307842,5633218.049259872,42157.00000000017
31,2672830.17722846,0.9842275800538461,0.0,0,0,0,43487883.35560574,5303503.35445692,42157.00000000012
32,2526108.1207529614,0.9833114823337672,0.0,0,0,0,39956654.987384066,5010059.241505923,42156.99999999995
33,2394684.8943551653,0.9823955961390269,0.0,0,0,0,36879394.5996632,4747212.788710331,42156.99999999994
34,2276286.244189447,0.9814799214696254,0.0,0,0,0,34178384.56722065,4510415.488378894,42157.00000000007
35,2169067.40785341,0.980564458325562,0.0,0,0,0,31792215.551034734,4295977.81570682,42157.00000000005
36,2071516.2987855496,0.9796492067068383,0.0,0,0,0,29671790.44942655,4100875.597571099,42157.0000000001
37,1982381.7498103809,0.9787341666134525,0.0,0,0,0,27777436.115927294,3922606.4996207617,42157.00000000011
38,1900619.56159372,0.9778193380454054,0.0,0,0,0,26076783.023190502,3759082.12318744,42157.000000000015
39,1825351.4064464741,0.9769047210026973,0.0,0,0,0,24543186.546551216,3608545.8128929483,42157.00000000017
40,1755833.1503372577,0.9759903154853281,0.0,0,0,0,23154536.27454553,3469509.3006745153,42157.00000000002
41,1691430.1676066332,0.9750761214932969,0.0,0,0,0,21892347.316249985,3340703.335213266,42157.00000000015
