step,a_km,e,i_deg,Omega_deg,omega_deg,nu_deg,period_s,r_apogee_km,r_perigee_km
0,76571.0,0.9115722662626843,45,0,0,0,210866.55338783946,146371.0,6771.000000000002
1,76571.0,0.9115722662626843,44.88341968911917,0,0,0,210866.55338783946,146371.0,6771.000000000002
2,76571.0,0.9115722662626843,44.766839378238345,0,0,0,210866.55338783946,146371.0,6771.000000000002
3,76571.0,0.9115722662626843,44.65025906735752,0,0,0,210866.55338783946,146371.0,6771.000000000002
4,76571.0,0.9115722662626843,44.53367875647669,0,0,0,210866.55338783946,146371.0,6771.000000000002
5,76571.0,0.9115722662626843,44.41709844559586,0,0,0,210866.55338783946,146371.0,6771.000000000002
6,76571.0,0.9115722662626843,44.300518134715034,0,0,0,210866.55338783946,146371.0,6771.000000000002
7,76571.0,0.9115722662626843,44.183937823834206,0,0,0,210866.55338783946,146371.0,6771.000000000002
8,76571.0,0.9115722662626843,44.06735751295338,0,0,0,210866.55338783946,146371.0,6771.000000000002
9,76571.0,0.9115722662626843,43.95077720207255,0,0,0,210866.55338783946,146371.0,6771.000000000002
10,76571.0,0.9115722662626843,43.83419689119172,0,0,0,210866.55338783946,146371.0,6771.000000000002
11,76571.0,0.9115722662626843,43.717616580310896,0,0,0,210866.55338783946,146371.0,6771.000000000002
12,76571.0,0.9115722662626843,43.60103626943007,0,0,0,210866.55338783946,146371.0,6771.000000000002
13,76571.0,0.9115722662626843,43.48445595854924,0,0,0,210866.55338783946,146371.0,6771.000000000002
14,76571.0,0.9115722662626843,43.36787564766841,0,0,0,210866.55338783946,146371.0,6771.000000000002
15,76571.0,0.9115722662626843,43.251295336787585,0,0,0,210866.55338783946,146371.0,6771.000000000002
16,76571.0,0.9115722662626843,43.13471502590676,0,0,0,210866.55338783946,146371.0,6771.000000000002
17,76571.0,0.9115722662626843,43.01813471502593,0,0,0,210866.55338783946,146371.0,6771.000000000002
