step,a_km,e,i_deg,Omega_deg,omega_deg,nu_deg,period_s,r_apogee_km,r_perigee_km
0,41571.0,0.8371220321858989,45,0,0,0,84352.29997792745,76371.0,6770.999999999998
1,41571.0,0.8371220321858989,44.93793103448276,0,0,0,84352.29997792745,76371.0,6770.999999999998
2,41571.0,0.8371220321858989,44.87586206896552,0,0,0,84352.29997792745,76371.0,6770.999999999998
3,41571.0,0.8371220321858989,44.813793103448276,0,0,0,84352.29997792745,76371.0,6770.999999999998
4,41571.0,0.8371220321858989,44.751724137931035,0,0,0,84352.29997792745,76371.0,6770.999999999998
5,41571.0,0.8371220321858989,44.689655172413794,0,0,0,84352.29997792745,76371.0,6770.999999999998
6,41571.0,0.8371220321858989,44.62758620689655,0,0,0,84352.29997792745,76371.0,6770.999999999998
7,41571.0,0.8371220321858989,44.56551724137931,0,0,0,84352.29997792745,76371.0,6770.999999999998
8,41571.0,0.8371220321858989,44.50344827586207,0,0,0,84352.29997792745,76371.0,6770.999999999998
9,41571.0,0.8371220321858989,44.44137931034483,0,0,0,84352.29997792745,76371.0,6770.999999999998
10,41571.0,0.8371220321858989,44.37931034482759,0,0,0,84352.29997792745,76371.0,6770.999999999998
11,41571.0,0.8371220321858989,44.317241379310346,0,0,0,84352.29997792745,76371.0,6770.999999999998
12,41571.0,0.8371220321858989,44.255172413793105,0,0,0,84352.29997792745,76371.0,6770.999999999998
13,41571.0,0.8371220321858989,44.19310344827586,0,0,0,84352.29997792745,76371.0,6770.999999999998
14,41571.0,0.8371220321858989,44.13103448275862,0,0,0,84352.29997792745,76371.0,6770.999999999998
15,41571.0,0.8371220321858989,44.06896551724138,0,0,0,84352.29997792745,76371.0,6770.999999999998
16,41571.0,0.8371220321858989,44.00689655172414,0,0,0,84352.29997792745,76371.0,6770.999999999998
17,41571.0,0.8371220321858989,43.9448275862069,0,0,0,84352.29997792745,76371.0,6770.999999999998
18,41571.0,0.8371220321858989,43.88275862068966,0,0,0,84352.29997792745,76371.0,6770.999999999998
