step,a_km,e,i_deg,Omega_deg,omega_deg,nu_deg,period_s,r_apogee_km,r_perigee_km
0,91571.0,0.9260573762435705,45,0,0,0,275770.7222569769,176371.0,6771.000000000002
1,91571.0,0.9260573762435705,44.86024844720497,0,0,0,275770.7222569769,176371.0,6771.000000000002
2,91571.0,0.9260573762435705,44.72049689440993,0,0,0,275770.7222569769,176371.0,6771.000000000002
3,91571.0,0.9260573762435705,44.5807453416149,0,0,0,275770.7222569769,176371.0,6771.000000000002
4,91571.0,0.9260573762435705,44.44099378881987,0,0,0,275770.7222569769,176371.0,6771.000000000002
5,91571.0,0.9260573762435705,44.301242236024834,0,0,0,275770.7222569769,176371.0,6771.000000000002
6,91571.0,0.9260573762435705,44.1614906832298,0,0,0,275770.7222569769,176371.0,6771.000000000002
7,91571.0,0.9260573762435705,44.02173913043477,0,0,0,275770.7222569769,176371.0,6771.000000000002
8,91571.0,0.9260573762435705,43.881987577639734,0,0,0,275770.7222569769,176371.0,6771.000000000002
9,91571.0,0.9260573762435705,43.7422360248447,0,0,0,275770.7222569769,176371.0,6771.000000000002
10,91571.0,0.9260573762435705,43.60248447204967,0,0,0,275770.7222569769,176371.0,6771.000000000002
11,91571.0,0.9260573762435705,43.462732919254634,0,0,0,275770.7222569769,176371.0,6771.000000000002
12,91571.0,0.9260573762435705,43.3229813664596,0,0,0,275770.7222569769,176371.0,6771.000000000002
13,91571.0,0.9260573762435705,43.18322981366457,0,0,0,275770.7222569769,176371.0,6771.000000000002
14,91571.0,0.9260573762435705,43.043478260869534,0,0,0,275770.7222569769,176371.0,6771.000000000002
15,91571.0,0.9260573762435705,42.9037267080745,0,0,0,275770.7222569769,176371.0,6771.000000000002
16,91571.0,0.9260573762435705,42.76397515527947,0,0,0,275770.7222569769,176371.0,6771.000000000002
17,91571.0,0.9260573762435705,42.624223602484435,0,0,0,275770.7222569769,176371.0,6771.000000000002
18,91571.0,0.9260573762435705,42.4844720496894,0,0,0,275770.7222569769,176371.0,6771.000000000002
19,91571.0,0.9260573762435705,42.34472049689437,0,0,0,275770.7222569769,176371.0,6771.000000000002
20,91571.0,0.9260573762435705,42.204968944099335,0,0,0,275770.7222569769,176371.0,6771.000000000002
21,91571.0,0.9260573762435705,42.0652173913043,0,0,0,275770.7222569769,176371.0,6771.000000000002
22,91571.0,0.9260573762435705,41.92546583850927,0,0,0,275770.7222569769,176371.0,6771.000000000002
23,91571.0,0.9260573762435705,41.785714285714235,0,0,0,275770.7222569769,176371.0,6771.000000000002
24,91571.0,0.9260573762435705,41.6459627329192,0,0,0,275770.7222569769,176371.0,6771.000000000002
25,91571.0,0.9260573762435705,41.50621118012417,0,0,0,275770.7222569769,176371.0,6771.000000000002
26,91571.0,0.9260573762435705,41.366459627329135,0,0,0,275770.7222569769,176371.0,6771.000000000002
27,91571.0,0.9260573762435705,41.2267080745341,0,0,0,275770.7222569769,176371.0,6771.000000000002
28,91571.0,0.9260573762435705,41.08695652173907,0,0,0,275770.7222569769,176371.0,6771.000000000002
29,91571.0,0.9260573762435705,40.947204968944035,0,0,0,275770.7222569769,176371.0,6771.000000000002
30,91571.0,0.9260573762435705,40.807453416149,0,0,0,275770.7222569769,176371.0,6771.000000000002
31,91571.0,0.9260573762435705,40.66770186335397,0,0,0,275770.7222569769,176371.0,6771.000000000002
32,91571.0,0.9260573762435705,40.527950310558936,0,0,0,275770.7222569769,176371.0,6771.000000000002
33,91571.0,0.9260573762435705,40.3881987577639,0,0,0,275770.7222569769,176371.0,6771.000000000002
34,91571.0,0.9260573762435705,40.24844720496887,0,0,0,275770.7222569769,176371.0,6771.000000000002
35,91571.0,0.9260573762435705,40.108695652173836,0,0,0,275770.7222569769,176371.0,6771.000000000002
36,91571.0,0.9260573762435705,39.9689440993788,0,0,0,275770.7222569769,176371.0,6771.000000000002
37,91571.0,0.9260573762435705,39.82919254658377,0,0,0,275770.7222569769,176371.0,6771.000000000002
38,91571.0,0.9260573762435705,39.689440993788736,0,0,0,275770.7222569769,176371.0,6771.000000000002
39,91571.0,0.9260573762435705,39.5496894409937,0,0,0,275770.7222569769,176371.0,6771.000000000002
40,91571.0,0.9260573762435705,39.40993788819867,0,0,0,275770.7222569769,176371.0,6771.000000000002
41,91571.0,0.9260573762435705,39.270186335403636,0,0,0,275770.7222569769,176371.0,6771.000000000002
42,91571.0,0.9260573762435705,39.1304347826086,0,0,0,275770.7222569769,176371.0,6771.000000000002
43,91571.0,0.9260573762435705,38.99068322981357,0,0,0,275770.7222569769,176371.0,6771.000000000002
44,91571.0,0.9260573762435705,38.85093167701854,0,0,0,275770.7222569769,176371.0,6771.000000000002
45,91571.0,0.9260573762435705,38.7111801242235,0,0,0,275770.7222569769,176371.0,6771.000000000002
46,91571.0,0.9260573762435705,38.57142857142847,0,0,0,275770.7222569769,176371.0,6771.000000000002
47,91571.0,0.9260573762435705,38.43167701863344,0,0,0,275770.7222569769,176371.0,6771.000000000002
48,91571.0,0.9260573762435705,38.2919254658384,0,0,0,275770.7222569769,176371.0,6771.000000000002
49,91571.0,0.9260573762435705,38.15217391304337,0,0,0,275770.7222569769,176371.0,6771.000000000002
50,91571.0,0.9260573762435705,38.01242236024834,0,0,0,275770.7222569769,176371.0,6771.000000000002
51,91571.0,0.9260573762435705,37.872670807453304,0,0,0,275770.7222569769,176371.0,6771.000000000002
52,91571.0,0.9260573762435705,37.73291925465827,0,0,0,275770.7222569769,176371.0,6771.000000000002
53,91571.0,0.9260573762435705,37.59316770186324,0,0,0,275770.7222569769,176371.0,6771.000000000002
54,91571.0,0.9260573762435705,37.453416149068204,0,0,0,275770.7222569769,176371.0,6771.000000000002
55,91571.0,0.9260573762435705,37.31366459627317,0,0,0,275770.7222569769,176371.0,6771.000000000002
56,91571.0,0.9260573762435705,37.17391304347814,0,0,0,275770.7222569769,176371.0,6771.000000000002
57,91571.0,0.9260573762435705,37.034161490683104,0,0,0,275770.7222569769,176371.0,6771.000000000002
58,91571.0,0.9260573762435705,36.89440993788807,0,0,0,275770.7222569769,176371.0,6771.000000000002
59,91571.0,0.9260573762435705,36.75465838509304,0,0,0,275770.7222569769,176371.0,6771.000000000002
60,91571.0,0.9260573762435705,36.614906832298004,0,0,0,275770.7222569769,176371.0,6771.000000000002
61,91571.0,0.9260573762435705,36.47515527950297,0,0,0,275770.7222569769,176371.0,6771.000000000002
62,91571.0,0.9260573762435705,36.33540372670794,0,0,0,275770.7222569769,176371.0,6771.000000000002
63,91571.0,0.9260573762435705,36.195652173912904,0,0,0,275770.7222569769,176371.0,6771.000000000002
64,91571.0,0.9260573762435705,36.05590062111787,0,0,0,275770.7222569769,176371.0,6771.000000000002
65,91571.0,0.9260573762435705,35.91614906832284,0,0,0,275770.7222569769,176371.0,6771.000000000002
66,91571.0,0.9260573762435705,35.776397515527805,0,0,0,275770.7222569769,176371.0,6771.000000000002
67,91571.0,0.9260573762435705,35.63664596273277,0,0,0,275770.7222569769,176371.0,6771.000000000002
68,91571.0,0.9260573762435705,35.49689440993774,0,0,0,275770.7222569769,176371.0,6771.000000000002
69,91571.0,0.9260573762435705,35.357142857142705,0,0,0,275770.7222569769,176371.0,6771.000000000002
70,91571.0,0.9260573762435705,35.21739130434767,0,0,0,275770.7222569769,176371.0,6771.000000000002
71,91571.0,0.9260573762435705,35.07763975155264,0,0,0,275770.7222569769,176371.0,6771.000000000002
72,91571.0,0.9260573762435705,34.937888198757605,0,0,0,275770.7222569769,176371.0,6771.000000000002
73,91571.0,0.9260573762435705,34.79813664596257,0,0,0,275770.7222569769,176371.0,6771.000000000002
74,91571.0,0.9260573762435705,34.65838509316754,0,0,0,275770.7222569769,176371.0,6771.000000000002
75,91571.0,0.9260573762435705,34.518633540372505,0,0,0,275770.7222569769,176371.0,6771.000000000002
76,91571.0,0.9260573762435705,34.37888198757747,0,0,0,275770.7222569769,176371.0,6771.000000000002
77,91571.0,0.9260573762435705,34.23913043478244,0,0,0,275770.7222569769,176371.0,6771.000000000002
78,91571.0,0.9260573762435705,34.099378881987406,0,0,0,275770.7222569769,176371.0,6771.000000000002
79,91571.0,0.9260573762435705,33.95962732919237,0,0,0,275770.7222569769,176371.0,6771.000000000002
80,91571.0,0.9260573762435705,33.81987577639734,0,0,0,275770.7222569769,176371.0,6771.000000000002
81,91571.0,0.9260573762435705,33.680124223602306,0,0,0,275770.7222569769,176371.0,6771.000000000002
82,91571.0,0.9260573762435705,33.54037267080727,0,0,0,275770.7222569769,176371.0,6771.000000000002
83,91571.0,0.9260573762435705,33.40062111801224,0,0,0,275770.7222569769,176371.0,6771.000000000002
84,91571.0,0.9260573762435705,33.260869565217206,0,0,0,275770.7222569769,176371.0,6771.000000000002
85,91571.0,0.9260573762435705,33.12111801242217,0,0,0,275770.7222569769,176371.0,6771.000000000002
86,91571.0,0.9260573762435705,32.98136645962714,0,0,0,275770.7222569769,176371.0,6771.000000000002
87,91571.0,0.9260573762435705,32.841614906832106,0,0,0,275770.7222569769,176371.0,6771.000000000002
88,91571.0,0.9260573762435705,32.70186335403707,0,0,0,275770.7222569769,176371.0,6771.000000000002
89,91571.0,0.9260573762435705,32.56211180124204,0,0,0,275770.7222569769,176371.0,6771.000000000002
90,91571.0,0.9260573762435705,32.422360248447006,0,0,0,275770.7222569769,176371.0,6771.000000000002
91,91571.0,0.9260573762435705,32.28260869565197,0,0,0,275770.7222569769,176371.0,6771.000000000002
92,91571.0,0.9260573762435705,32.14285714285694,0,0,0,275770.7222569769,176371.0,6771.000000000002
93,91571.0,0.9260573762435705,32.00310559006191,0,0,0,275770.7222569769,176371.0,6771.000000000002
94,91571.0,0.9260573762435705,31.863354037266877,0,0,0,275770.7222569769,176371.0,6771.000000000002
95,91571.0,0.9260573762435705,31.723602484471847,0,0,0,275770.7222569769,176371.0,6771.000000000002
96,91571.0,0.9260573762435705,31.583850931676817,0,0,0,275770.7222569769,176371.0,6771.000000000002
97,91571.0,0.9260573762435705,31.444099378881788,0,0,0,275770.7222569769,176371.0,6771.000000000002
98,91571.0,0.9260573762435705,31.304347826086758,0,0,0,275770.7222569769,176371.0,6771.000000000002
99,91571.0,0.9260573762435705,31.16459627329173,0,0,0,275770.7222569769,176371.0,6771.000000000002
100,91571.0,0.9260573762435705,31.0248447204967,0,0,0,275770.7222569769,176371.0,6771.000000000002
101,91571.0,0.9260573762435705,30.88509316770167,0,0,0,275770.7222569769,176371.0,6771.000000000002
102,91571.0,0.9260573762435705,30.74534161490664,0,0,0,275770.7222569769,176371.0,6771.000000000002
103,91571.0,0.9260573762435705,30.60559006211161,0,0,0,275770.7222569769,176371.0,6771.000000000002
104,91571.0,0.9260573762435705,30.46583850931658,0,0,0,275770.7222569769,176371.0,6771.000000000002
105,91571.0,0.9260573762435705,30.32608695652155,0,0,0,275770.7222569769,176371.0,6771.000000000002
106,91571.0,0.9260573762435705,30.18633540372652,0,0,0,275770.7222569769,176371.0,6771.000000000002
107,91571.0,0.9260573762435705,30.04658385093149,0,0,0,275770.7222569769,176371.0,6771.000000000002
108,91571.0,0.9260573762435705,29.90683229813646,0,0,0,275770.7222569769,176371.0,6771.000000000002
109,91571.0,0.9260573762435705,29.76708074534143,0,0,0,275770.7222569769,176371.0,6771.000000000002
110,91571.0,0.9260573762435705,29.6273291925464,0,0,0,275770.7222569769,176371.0,6771.000000000002
111,91571.0,0.9260573762435705,29.487577639751372,0,0,0,275770.7222569769,176371.0,6771.000000000002
112,91571.0,0.9260573762435705,29.347826086956342,0,0,0,275770.7222569769,176371.0,6771.000000000002
113,91571.0,0.9260573762435705,29.208074534161312,0,0,0,275770.7222569769,176371.0,6771.000000000002
114,91571.0,0.9260573762435705,29.068322981366283,0,0,0,275770.7222569769,176371.0,6771.000000000002
115,91571.0,0.9260573762435705,28.928571428571253,0,0,0,275770.7222569769,176371.0,6771.000000000002
116,91571.0,0.9260573762435705,28.788819875776223,0,0,0,275770.7222569769,176371.0,6771.000000000002
117,91571.0,0.9260573762435705,28.649068322981194,0,0,0,275770.7222569769,176371.0,6771.000000000002
118,91571.0,0.9260573762435705,28.509316770186164,0,0,0,275770.7222569769,176371.0,6771.000000000002
119,91571.0,0.9260573762435705,28.369565217391134,0,0,0,275770.7222569769,176371.0,6771.000000000002
120,91571.0,0.9260573762435705,28.229813664596104,0,0,0,275770.7222569769,176371.0,6771.000000000002
121,91571.0,0.9260573762435705,28.090062111801075,0,0,0,275770.7222569769,176371.0,6771.000000000002
122,91571.0,0.9260573762435705,27.950310559006045,0,0,0,275770.7222569769,176371.0,6771.000000000002
123,91571.0,0.9260573762435705,27.810559006211015,0,0,0,275770.7222569769,176371.0,6771.000000000002
124,91571.0,0.9260573762435705,27.670807453415986,0,0,0,275770.7222569769,176371.0,6771.000000000002
125,91571.0,0.9260573762435705,27.531055900620956,0,0,0,275770.7222569769,176371.0,6771.000000000002
126,91571.0,0.9260573762435705,27.391304347825926,0,0,0,275770.7222569769,176371.0,6771.000000000002
127,91571.0,0.9260573762435705,27.251552795030896,0,0,0,275770.7222569769,176371.0,6771.000000000002
128,91571.0,0.9260573762435705,27.111801242235867,0,0,0,275770.7222569769,176371.0,6771.000000000002
129,91571.0,0.9260573762435705,26.972049689440837,0,0,0,275770.7222569769,176371.0,6771.000000000002
130,91571.0,0.9260573762435705,26.832298136645807,0,0,0,275770.7222569769,176371.0,6771.000000000002
131,91571.0,0.9260573762435705,26.692546583850778,0,0,0,275770.7222569769,176371.0,6771.000000000002
132,91571.0,0.9260573762435705,26.552795031055748,0,0,0,275770.7222569769,176371.0,6771.000000000002
133,91571.0,0.9260573762435705,26.413043478260718,0,0,0,275770.7222569769,176371.0,6771.000000000002
134,91571.0,0.9260573762435705,26.27329192546569,0,0,0,275770.7222569769,176371.0,6771.000000000002
135,91571.0,0.9260573762435705,26.13354037267066,0,0,0,275770.7222569769,176371.0,6771.000000000002
