step,a_km,e,i_deg,Omega_deg,omega_deg,nu_deg,period_s,r_apogee_km,r_perigee_km
0,81571.0,0.9169925586299053,45,0,0,0,231854.16444645982,156371.0,6770.999999999999
1,81571.0,0.9169925586299053,22.5,0,0,0,231854.16444645982,156371.0,6770.999999999999
2,81571.0,0.9169925586299053,0.0,0,0,0,231854.16444645982,156371.0,6770.999999999999
3,85489.80474715811,0.8291186938896145,0.0,0,0,0,248761.23769563992,156371.0,14608.609494316215
4,91452.47459457767,0.7098607849947829,0.0,0,0,0,275235.47762267373,156371.0,26533.949189155326
5,99264.0,0.5753042392005159,0.0,0,0,0,311242.48840561206,156371.0,42156.99999999999
6,72219.2891970115,0.4162639861353761,0.0,0,0,0,193148.36476492515,102281.57839402302,42156.99999999999
7,57409.94730236036,0.26568474661765196,0.0,0,0,0,136896.37351475662,72662.89460472071,42156.99999999999
8,48100.627136171985,0.12356652064734408,0.0,0,0,0,104987.43594393446,54044.254272343984,42156.99999999999
9,42156.99999999999,0.0,0.0,0,0,0,86142.162072487,42156.99999999999,42156.99999999999
