step,a_km,e,i_deg,Omega_deg,omega_deg,nu_deg,period_s,r_apogee_km,r_perigee_km
0,96571.0,0.9298857835167907,45,0,0,0,298662.9249568162,186371.0,6771.000000000001
1,96571.0,0.9298857835167907,22.5,0,0,0,298662.9249568162,186371.0,6771.000000000001
2,96571.0,0.9298857835167907,0.0,0,0,0,298662.9249568162,186371.0,6771.000000000001
3,101356.94505832043,0.838759049937454,0.0,0,0,0,321137.8456258812,186371.0,16342.890116640865
4,108974.41004879885,0.7102271984454229,0.0,0,0,0,358012.35222515825,186371.0,31577.820097597698
5,114264.00000000001,0.6310561506686267,0.0,0,0,0,384392.8987616103,186371.0,42157.00000000004
6,79414.42292056778,0.4691518435868195,0.0,0,0,0,222720.55375383748,116671.84584113554,42157.00000000004
7,61606.790503125434,0.3157085500524276,0.0,0,0,0,152178.77976906174,81056.58100625082,42157.00000000004
8,50836.04903694147,0.17072627006545205,0.0,0,0,0,114069.33405273344,59515.098073882895,42157.00000000004
9,43650.050122717985,0.034205003625892294,0.0,0,0,0,90758.71561585824,45143.10024543593,42157.00000000004
10,42156.99999999999,1.1102230246251565e-15,0.0,0,0,0,86142.162072487,42157.00000000004,42156.99999999995
