step,a_km,e,i_deg,Omega_deg,omega_deg,nu_deg,period_s,r_apogee_km,r_perigee_km
0,46571.0,0.854609091494707,45,0,0,0,100019.47402139167,86371.0,6771.000000000001
1,46571.0,0.854609091494707,33.75,0,0,0,100019.47402139167,86371.0,6771.000000000001
2,46571.0,0.854609091494707,22.5,0,0,0,100019.47402139167,86371.0,6771.000000000001
3,46571.0,0.854609091494707,11.25,0,0,0,100019.47402139167,86371.0,6771.000000000001
4,46571.0,0.854609091494707,0.0,0,0,0,100019.47402139167,86371.0,6771.000000000001
5,48661.25325064034,0.7749440104866891,0.0,0,0,0,106828.26028528473,86371.0,10951.506501280675
6,51474.302505930806,0.6779440574264886,0.0,0,0,0,116224.29671867525,86371.0,16577.605011861608
7,55238.225903906256,0.5636092323141055,0.0,0,0,0,129202.46632045439,86371.0,24105.45180781251
8,60317.49098329082,0.4319395351495394,0.0,0,0,0,147426.69277724592,86371.0,34263.98196658165
9,64264.0,0.3440028631893439,0.0,0,0,0,162129.8019202721,86371.0,42157.0
10,52527.15895994405,0.19742470686168434,0.0,0,0,0,119808.35045624175,62897.3179198881,42157.0
11,44814.86019267807,0.05930756408144089,0.0,0,0,0,94415.71580165286,47472.72038535614,42157.0
12,42156.99999999999,2.220446049250313e-16,0.0,0,0,0,86142.162072487,42157.0,42156.999999999985
