step,a_km,e,i_deg,Omega_deg,omega_deg,nu_deg,period_s,r_apogee_km,r_perigee_km
0,26571.0,0.7451733092469234,45,0,0,0,43104.545507648785,46371.00000000001,6770.999999999999
1,26571.0,0.7451733092469234,37.5,0,0,0,43104.545507648785,46371.00000000001,6770.999999999999
2,26571.0,0.7451733092469234,30.0,0,0,0,43104.545507648785,46371.00000000001,6770.999999999999
3,26571.0,0.7451733092469234,22.5,0,0,0,43104.545507648785,46371.00000000001,6770.999999999999
4,26571.0,0.7451733092469234,15.0,0,0,0,43104.545507648785,46371.00000000001,6770.999999999999
5,26571.0,0.7451733092469234,7.5,0,0,0,43104.545507648785,46371.00000000001,6770.999999999999
6,26571.0,0.7451733092469234,0.0,0,0,0,43104.545507648785,46371.00000000001,6770.999999999999
7,27739.677996003145,0.671648820389384,0.0,0,0,0,45979.40472460749,46371.00000000001,9108.355992006282
8,29185.855714933274,0.5888175578238661,0.0,0,0,0,49621.49766072912,46371.00000000001,12000.711429866536
9,30982.58466980662,0.4966795215503703,0.0,0,0,0,54273.48246103983,46371.00000000001,15594.16933961323
10,33235.268314000954,0.39523471156889656,0.0,0,0,0,60298.985450929096,46371.00000000001,20099.5366280019
11,36100.90237351265,0.2844831278794451,0.0,0,0,0,68263.4616428414,46371.00000000001,25830.804747025286
12,39823.09649837203,0.16442477048201543,0.0,0,0,0,79088.57678768793,46371.00000000001,33275.19299674406
13,44264.00000000002,0.04760075908187211,0.0,0,0,0,92680.25221501822,46371.00000000001,42157.00000000004
14,42157.000000000015,4.440892098500626e-16,0.0,0,0,0,86142.16207248707,42157.00000000004,42156.99999999999
