step,a_km,e,i_deg,Omega_deg,omega_deg,nu_deg,period_s,r_apogee_km,r_perigee_km
0,99071.0,0.9316550756528147,28.5,0,0,0,310335.201893684,191371.00000000003,6770.999999999995
1,99071.0,0.9316550756528147,14.25,0,0,0,310335.201893684,191371.00000000003,6770.999999999995
2,99071.0,0.9316550756528147,0.0,0,0,0,310335.201893684,191371.00000000003,6770.999999999995
3,101221.00798221382,0.8906253140022773,0.0,0,0,0,320492.0107587646,191371.00000000003,11071.015964427621
4,104006.35162104432,0.8399933948003098,0.0,0,0,0,333811.2850093765,191371.00000000003,16641.7032420886
5,107526.3368813309,0.7797593180469122,0.0,0,0,0,350900.1044420772,191371.00000000003,23681.673762661772
6,111917.89959416995,0.709923083742084,0.0,0,0,0,372615.18341709767,191371.00000000003,32464.799188339886
7,116764.00000000001,0.6389554999828715,0.0,0,0,0,397076.94104985707,191371.00000000003,42157.0
8,95107.7417148382,0.5567448113067446,0.0,0,0,0,291900.6255668479,148058.4834296764,42157.0
9,80552.11567189684,0.4766493760174718,0.0,0,0,0,227523.70355727192,118947.2313437937,42157.0
10,70106.17049289489,0.39866919411505264,0.0,0,0,0,184733.47007923553,98055.34098578978,42157.0
11,62252.31178887964,0.32280426559948794,0.0,0,0,0,154576.84792647793,82347.62357775927,42157.0
12,56138.56808370229,0.24905459047077672,0.0,0,0,0,132374.16011749522,70120.13616740459,42157.0
13,51249.736982801376,0.17742016872891975,0.0,0,0,0,115464.55404360313,60342.47396560276,42157.0
14,47255.96600564489,0.10790100037391681,0.0,0,0,0,102234.19680237738,52354.932011289784,42157.0
15,43936.29175980974,0.040497085405767685,0.0,0,0,0,91652.92307903332,45715.583519619475,42157.0
16,42156.99999999999,2.220446049250313e-16,0.0,0,0,0,86142.162072487,42157.0,42156.999999999985
