step,a_km,e,i_deg,Omega_deg,omega_deg,nu_deg,period_s,r_apogee_km,r_perigee_km
0,40071.0,0.8310249307479224,28.5,0,0,0,79828.22858053104,73371.0,6771.000000000002
1,40071.0,0.8310249307479224,0.0,0,0,0,79828.22858053104,73371.0,6771.000000000002
2,57764.0,0.27018558271587834,0.0,0,0,0,138164.7037480531,73371.0,42157.00000000001
3,42157.0,2.220446049250313e-16,0.0,0,0,0,86142.16207248702,42157.00000000001,42156.99999999999
