Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,836224,-,-,-,34.86,-118.17,0,712,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,DHI,DNI,GHI,Relative Humidity,Surface Albedo,Solar Zenith Angle,Fill Flag,Temperature
2022,1,1,0,0,40,562,121,0,40,562,121,77.78,0.25,81.71000000000001,0,5.300000000000001
2022,1,1,0,10,35,495,92,0,35,495,92,78.86,0.25,83.37,0,5.1000000000000005
2022,1,1,0,20,29,414,65,0,29,414,65,79.97,0.25,85.05,0,4.9
2022,1,1,0,30,22,314,40,0,22,314,40,81.09,0.25,86.74,0,4.7
2022,1,1,0,40,14,205,20,0,14,205,20,82.62,0.25,88.41,0,4.4
2022,1,1,0,50,0,0,0,0,0,0,0,83.78,0.25,89.99,0,4.2
2022,1,1,1,0,0,0,0,0,0,0,0,84.96000000000001,0.25,92.34,0,4
2022,1,1,1,10,0,0,0,0,0,0,0,85.56,0.25,94.18,0,3.9000000000000004
2022,1,1,1,20,0,0,0,0,0,0,0,85.56,0.25,96.05,0,3.9000000000000004
2022,1,1,1,30,0,0,0,0,0,0,0,86.16,0.25,97.93,0,3.8000000000000003
2022,1,1,1,40,0,0,0,0,0,0,0,85.18,0.25,99.83,0,3.8000000000000003
2022,1,1,1,50,0,0,0,0,0,0,0,85.79,0.25,101.75,0,3.7
2022,1,1,2,0,0,0,0,0,0,0,0,85.79,0.25,103.69,0,3.7
2022,1,1,2,10,0,0,0,0,0,0,0,86.48,0.25,105.64,0,3.6
2022,1,1,2,20,0,0,0,0,0,0,0,86.48,0.25,107.60000000000001,0,3.6
2022,1,1,2,30,0,0,0,0,0,0,0,86.48,0.25,109.57000000000001,0,3.6
2022,1,1,2,40,0,0,0,0,0,0,0,85.16,0.25,111.56,0,3.5
2022,1,1,2,50,0,0,0,0,0,0,0,85.16,0.25,113.56,0,3.5
2022,1,1,3,0,0,0,0,0,0,0,0,85.16,0.25,115.56,0,3.5
2022,1,1,3,10,0,0,0,0,0,0,0,85.76,0.25,117.58,0,3.4000000000000004
2022,1,1,3,20,0,0,0,0,0,0,0,85.76,0.25,119.60000000000001,0,3.4000000000000004
2022,1,1,3,30,0,0,0,0,0,0,0,86.37,0.25,121.63,0,3.3000000000000003
2022,1,1,3,40,0,0,0,0,0,0,0,83.51,0.25,123.67,0,3.2
2022,1,1,3,50,0,0,0,0,0,0,0,84.2,0.25,125.71000000000001,0,3.1
2022,1,1,4,0,0,0,0,0,0,0,0,84.2,0.25,127.75,0,3.1
2022,1,1,4,10,0,0,0,0,0,0,0,85.39,0.25,129.8,0,2.9000000000000004
2022,1,1,4,20,0,0,0,0,0,0,0,86,0.25,131.85,0,2.8000000000000003
2022,1,1,4,30,0,0,0,0,0,0,0,86.61,0.25,133.9,0,2.7
2022,1,1,4,40,0,0,0,0,0,0,0,83.72,0.25,135.95,0,2.5
2022,1,1,4,50,0,0,0,0,0,0,0,84.41,0.25,138,0,2.4000000000000004
2022,1,1,5,0,0,0,0,0,0,0,0,85.01,0.25,140.04,0,2.3000000000000003
2022,1,1,5,10,0,0,0,0,0,0,0,86.23,0.25,142.08,0,2.1
2022,1,1,5,20,0,0,0,0,0,0,0,86.84,0.25,144.11,0,2
2022,1,1,5,30,0,0,0,0,0,0,0,87.46000000000001,0.25,146.13,0,1.9000000000000001
2022,1,1,5,40,0,0,0,0,0,0,0,84.8,0.25,148.14000000000001,0,1.8
2022,1,1,5,50,0,0,0,0,0,0,0,86.11,0.25,150.13,0,1.6
2022,1,1,6,0,0,0,0,0,0,0,0,86.73,0.25,152.1,0,1.5
2022,1,1,6,10,0,0,0,0,0,0,0,86.73,0.25,154.05,0,1.5
2022,1,1,6,20,0,0,0,0,0,0,0,87.36,0.25,155.95000000000002,0,1.4000000000000001
2022,1,1,6,30,0,0,0,0,0,0,0,87.36,0.25,157.81,0,1.4000000000000001
2022,1,1,6,40,0,0,0,0,0,0,0,85.3,0.25,159.62,0,1.3
2022,1,1,6,50,0,0,0,0,0,0,0,85.39,0.25,161.34,0,1.3
