Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,836224,-,-,-,34.86,-118.17,0,712,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,DHI,DNI,GHI,Relative Humidity,Surface Albedo,Solar Zenith Angle,Fill Flag,Temperature
2023,1,1,0,0,38,517,112,8,8,0,8,90.84,0.25,81.74,8,11.3
2023,1,1,0,10,33,454,85,8,7,0,7,91.45,0.25,83.4,8,11.200000000000001
2023,1,1,0,20,27,377,59,8,6,0,6,92.05,0.25,85.09,8,11.100000000000001
2023,1,1,0,30,20,284,36,8,5,0,5,92.05,0.25,86.78,8,11.100000000000001
2023,1,1,0,40,13,181,18,8,2,0,2,91.14,0.25,88.44,8,11
2023,1,1,0,50,0,0,0,8,0,0,0,91.14,0.25,90.03,8,11
2023,1,1,1,0,0,0,0,8,0,0,0,91.74,0.25,92.37,8,10.9
2023,1,1,1,10,0,0,0,8,0,0,0,91.74,0.25,94.22,8,10.9
2023,1,1,1,20,0,0,0,8,0,0,0,92.35000000000001,0.25,96.08,8,10.8
2023,1,1,1,30,0,0,0,8,0,0,0,92.25,0.25,97.96000000000001,8,10.8
2023,1,1,1,40,0,0,0,8,0,0,0,91.35000000000001,0.25,99.87,8,10.700000000000001
2023,1,1,1,50,0,0,0,8,0,0,0,91.35000000000001,0.25,101.78,8,10.700000000000001
2023,1,1,2,0,0,0,0,8,0,0,0,91.95,0.25,103.72,8,10.600000000000001
2023,1,1,2,10,0,0,0,8,0,0,0,91.95,0.25,105.67,8,10.600000000000001
2023,1,1,2,20,0,0,0,8,0,0,0,92.57000000000001,0.25,107.63,8,10.5
2023,1,1,2,30,0,0,0,8,0,0,0,92.57000000000001,0.25,109.61,8,10.5
2023,1,1,2,40,0,0,0,8,0,0,0,90.86,0.25,111.59,8,10.5
2023,1,1,2,50,0,0,0,8,0,0,0,91.47,0.25,113.59,8,10.4
2023,1,1,3,0,0,0,0,8,0,0,0,91.47,0.25,115.60000000000001,8,10.4
2023,1,1,3,10,0,0,0,8,0,0,0,92.08,0.25,117.61,8,10.3
2023,1,1,3,20,0,0,0,8,0,0,0,92.08,0.25,119.63,8,10.3
2023,1,1,3,30,0,0,0,8,0,0,0,92.08,0.25,121.66,8,10.3
2023,1,1,3,40,0,0,0,8,0,0,0,90.79,0.25,123.7,8,10.3
2023,1,1,3,50,0,0,0,8,0,0,0,90.79,0.25,125.74000000000001,8,10.3
2023,1,1,4,0,0,0,0,8,0,0,0,90.79,0.25,127.78,8,10.3
2023,1,1,4,10,0,0,0,8,0,0,0,91.3,0.25,129.83,8,10.200000000000001
2023,1,1,4,20,0,0,0,8,0,0,0,91.3,0.25,131.88,8,10.200000000000001
2023,1,1,4,30,0,0,0,8,0,0,0,91.3,0.25,133.93,8,10.200000000000001
2023,1,1,4,40,0,0,0,8,0,0,0,90.76,0.25,135.98,8,10.200000000000001
2023,1,1,4,50,0,0,0,8,0,0,0,90.76,0.25,138.03,8,10.200000000000001
2023,1,1,5,0,0,0,0,8,0,0,0,90.76,0.25,140.07,8,10.200000000000001
2023,1,1,5,10,0,0,0,8,0,0,0,90.76,0.25,142.11,8,10.200000000000001
2023,1,1,5,20,0,0,0,8,0,0,0,90.15,0.25,144.14000000000001,8,10.3
2023,1,1,5,30,0,0,0,8,0,0,0,90.15,0.25,146.17000000000002,8,10.3
2023,1,1,5,40,0,0,0,8,0,0,0,90.98,0.25,148.17000000000002,8,10.3
2023,1,1,5,50,0,0,0,8,0,0,0,90.98,0.25,150.17000000000002,8,10.3
2023,1,1,6,0,0,0,0,8,0,0,0,90.38,0.25,152.14000000000001,8,10.4
2023,1,1,6,10,0,0,0,8,0,0,0,90.98,0.25,154.08,8,10.3
2023,1,1,6,20,0,0,0,8,0,0,0,90.98,0.25,155.99,8,10.3
2023,1,1,6,30,0,0,0,8,0,0,0,91.59,0.25,157.85,8,10.200000000000001
2023,1,1,6,40,0,0,0,8,0,0,0,89.58,0.25,159.65,8,10.200000000000001
2023,1,1,6,50,0,0,0,8,0,0,0,90.18,0.25,161.37,8,10.100000000000001
2023,1,1,7,0,0,0,0,8,0,0,0,90.18,0.25,162.99,8,10.100000000000001
2023,1,1,7,10,0,0,0,8,0,0,0,91.39,0.25,164.48,8,9.9
2023,1,1,7,20,0,0,0,8,0,0,0,92,0.25,165.79,8,9.8
2023,1,1,7,30,0,0,0,8,0,0,0,93.24,0.25,166.87,8,9.600000000000001
2023,1,1,7,40,0,0,0,8,0,0,0,89.02,0.25,167.65,8,9.5
2023,1,1,7,50,0,0,0,8,0,0,0,89.52,0.25,168.08,8,9.4
2023,1,1,8,0,0,0,0,8,0,0,0,90.73,0.25,168.12,8,9.200000000000001
2023,1,1,8,10,0,0,0,8,0,0,0,91.34,0.25,167.77,8,9.1
2023,1,1,8,20,0,0,0,8,0,0,0,92.58,0.25,167.05,8,8.9
2023,1,1,8,30,0,0,0,8,0,0,0,93.2,0.25,166.03,8,8.8
2023,1,1,8,40,0,0,0,8,0,0,0,88.77,0.25,164.76,8,8.6
2023,1,1,8,50,0,0,0,8,0,0,0,89.38,0.25,163.31,8,8.5
2023,1,1,9,0,0,0,0,8,0,0,0,89.98,0.25,161.71,8,8.4
2023,1,1,9,10,0,0,0,8,0,0,0,91.21000000000001,0.25,160,8,8.200000000000001
2023,1,1,9,20,0,0,0,8,0,0,0,91.83,0.25,158.22,8,8.1
2023,1,1,9,30,0,0,0,8,0,0,0,93.08,0.25,156.37,8,7.9
2023,1,1,9,40,0,0,0,8,0,0,0,87.43,0.25,154.47,8,7.800000000000001
2023,1,1,9,50,0,0,0,8,0,0,0,88.03,0.25,152.53,8,7.7
2023,1,1,10,0,0,0,0,8,0,0,0,89.23,0.25,150.57,8,7.5
2023,1,1,10,10,0,0,0,8,0,0,0,89.84,0.25,148.58,8,7.4
2023,1,1,10,20,0,0,0,8,0,0,0,91.08,0.25,146.57,8,7.2
2023,1,1,10,30,0,0,0,8,0,0,0,91.7,0.25,144.55,8,7.1000000000000005
2023,1,1,10,40,0,0,0,8,0,0,0,85.41,0.25,142.52,8,7
2023,1,1,10,50,0,0,0,8,0,0,0,86.59,0.25,140.48,8,6.800000000000001
2023,1,1,11,0,0,0,0,8,0,0,0,87.19,0.25,138.44,8,6.7
2023,1,1,11,10,0,0,0,8,0,0,0,87.79,0.25,136.39000000000001,8,6.6000000000000005
2023,1,1,11,20,0,0,0,8,0,0,0,88.39,0.25,134.34,8,6.5
2023,1,1,11,30,0,0,0,8,0,0,0,89.61,0.25,132.29,8,6.300000000000001
2023,1,1,11,40,0,0,0,8,0,0,0,85.91,0.25,130.24,8,6.2
2023,1,1,11,50,0,0,0,8,0,0,0,86.5,0.25,128.19,8,6.1000000000000005
2023,1,1,12,0,0,0,0,8,0,0,0,87.10000000000001,0.25,126.15,8,6
2023,1,1,12,10,0,0,0,8,0,0,0,87.7,0.25,124.10000000000001,8,5.9
2023,1,1,12,20,0,0,0,8,0,0,0,88.92,0.25,122.07000000000001,8,5.7
2023,1,1,12,30,0,0,0,8,0,0,0,89.54,0.25,120.04,8,5.6000000000000005
2023,1,1,12,40,0,0,0,8,0,0,0,87.11,0.25,118.01,8,5.5
2023,1,1,12,50,0,0,0,8,0,0,0,87.72,0.25,115.99000000000001,8,5.4
2023,1,1,13,0,0,0,0,8,0,0,0,88.33,0.25,113.98,8,5.300000000000001
