step,a_km,e,i_deg,Omega_deg,omega_deg,nu_deg,period_s,r_apogee_km,r_perigee_km
0,61571.0,0.8900293969563593,28.5,0,0,0,152046.18649662434,116371.0,6771.000000000002
1,61571.0,0.8900293969563593,28.40686274509804,0,0,0,152046.18649662434,116371.0,6771.000000000002
2,61571.0,0.8900293969563593,28.313725490196077,0,0,0,152046.18649662434,116371.0,6771.000000000002
3,61571.0,0.8900293969563593,28.220588235294116,0,0,0,152046.18649662434,116371.0,6771.000000000002
4,61571.0,0.8900293969563593,28.127450980392155,0,0,0,152046.18649662434,116371.0,6771.000000000002
5,61571.0,0.8900293969563593,28.034313725490193,0,0,0,152046.18649662434,116371.0,6771.000000000002
6,61571.0,0.8900293969563593,27.941176470588232,0,0,0,152046.18649662434,116371.0,6771.000000000002
7,61571.0,0.8900293969563593,27.84803921568627,0,0,0,152046.18649662434,116371.0,6771.000000000002
8,61571.0,0.8900293969563593,27.75490196078431,0,0,0,152046.18649662434,116371.0,6771.000000000002
9,61571.0,0.8900293969563593,27.661764705882348,0,0,0,152046.18649662434,116371.0,6771.000000000002
10,61571.0,0.8900293969563593,27.568627450980387,0,0,0,152046.18649662434,116371.0,6771.000000000002
11,61571.0,0.8900293969563593,27.475490196078425,0,0,0,152046.18649662434,116371.0,6771.000000000002
12,61571.0,0.8900293969563593,27.382352941176464,0,0,0,152046.18649662434,116371.0,6771.000000000002
13,61571.0,0.8900293969563593,27.289215686274503,0,0,0,152046.18649662434,116371.0,6771.000000000002
14,61571.0,0.8900293969563593,27.19607843137254,0,0,0,152046.18649662434,116371.0,6771.000000000002
15,61571.0,0.8900293969563593,27.10294117647058,0,0,0,152046.18649662434,116371.0,6771.000000000002
16,61571.0,0.8900293969563593,27.00980392156862,0,0,0,152046.18649662434,116371.0,6771.000000000002
17,61571.0,0.8900293969563593,26.916666666666657,0,0,0,152046.18649662434,116371.0,6771.000000000002
18,61571.0,0.8900293969563593,26.823529411764696,0,0,0,152046.18649662434,116371.0,6771.000000000002
19,61571.0,0.8900293969563593,26.730392156862735,0,0,0,152046.18649662434,116371.0,6771.000000000002
20,61571.0,0.8900293969563593,26.637254901960773,0,0,0,152046.18649662434,116371.0,6771.000000000002
21,61571.0,0.8900293969563593,26.544117647058812,0,0,0,152046.18649662434,116371.0,6771.000000000002
22,61571.0,0.8900293969563593,26.45098039215685,0,0,0,152046.18649662434,116371.0,6771.000000000002
23,61571.0,0.8900293969563593,26.35784313725489,0,0,0,152046.18649662434,116371.0,6771.000000000002
24,61571.0,0.8900293969563593,26.264705882352928,0,0,0,152046.18649662434,116371.0,6771.000000000002
25,61571.0,0.8900293969563593,26.171568627450966,0,0,0,152046.18649662434,116371.0,6771.000000000002
26,61571.0,0.8900293969563593,26.078431372549005,0,0,0,152046.18649662434,116371.0,6771.000000000002
27,61571.0,0.8900293969563593,25.985294117647044,0,0,0,152046.18649662434,116371.0,6771.000000000002
28,61571.0,0.8900293969563593,25.892156862745082,0,0,0,152046.18649662434,116371.0,6771.000000000002
29,61571.0,0.8900293969563593,25.79901960784312,0,0,0,152046.18649662434,116371.0,6771.000000000002
30,61571.0,0.8900293969563593,25.70588235294116,0,0,0,152046.18649662434,116371.0,6771.000000000002
31,61571.0,0.8900293969563593,25.6127450980392,0,0,0,152046.18649662434,116371.0,6771.000000000002
32,61571.0,0.8900293969563593,25.519607843137237,0,0,0,152046.18649662434,116371.0,6771.000000000002
33,61571.0,0.8900293969563593,25.426470588235276,0,0,0,152046.18649662434,116371.0,6771.000000000002
34,61571.0,0.8900293969563593,25.333333333333314,0,0,0,152046.18649662434,116371.0,6771.000000000002
